Xcoord,Ycoord,Depth
3.14,1.80,49.66000
3.14,1.82,49.89000
3.14,1.84,50.12000
3.14,1.86,50.35000
3.14,1.88,50.59000
3.14,1.90,50.83000
3.14,1.92,51.08000
3.14,1.94,51.33000
3.14,1.96,51.58000
3.14,1.98,51.84000
3.14,2.00,52.09000
3.14,2.02,52.36000
3.14,2.04,52.62000
3.14,2.06,52.89000
3.14,2.08,53.17000
3.14,2.10,53.44000
3.14,2.12,53.72000
3.14,2.14,54.01000
3.14,2.16,54.30000
3.14,2.18,54.59000
3.14,2.20,54.88000
3.14,2.22,55.18000
3.14,2.24,55.48000
3.14,2.26,55.78000
3.14,2.28,56.09000
3.14,2.30,56.40000
3.14,2.32,56.72000
3.14,2.34,57.04000
3.14,2.36,57.36000
3.14,2.38,57.68000
3.14,2.40,58.01000
3.14,2.42,58.35000
3.14,2.44,58.68000
3.14,2.46,59.02000
3.14,2.48,59.36000
3.14,2.50,59.71000
3.14,2.52,60.06000
3.14,2.54,60.41000
3.14,2.56,60.77000
3.14,2.58,61.13000
3.14,2.60,61.50000
3.14,2.62,61.86000
3.14,2.64,62.23000
3.14,2.66,62.61000
3.14,2.68,62.99000
3.14,2.70,63.37000
3.14,2.72,63.75000
3.14,2.74,64.14000
3.14,2.76,64.53000
3.14,2.78,64.93000
3.14,2.80,65.32000
3.14,2.82,65.73000
3.14,2.84,66.13000
3.14,2.86,66.54000
3.14,2.88,66.95000
3.14,2.90,67.37000
3.14,2.92,67.79000
3.14,2.94,68.21000
3.14,2.96,68.64000
3.14,2.98,69.07000
3.14,3.00,69.50000
3.14,3.02,69.94000
3.14,3.04,70.38000
3.14,3.06,70.82000
3.14,3.08,71.27000
3.14,3.10,71.72000
3.14,3.12,72.18000
3.14,3.14,72.63000
3.14,3.16,73.10000
3.14,3.18,73.56000
3.14,3.20,74.03000
3.14,3.22,74.50000
3.14,3.24,74.98000
3.14,3.26,75.45000
3.14,3.28,75.94000
3.14,3.30,76.42000
3.14,3.32,76.91000
3.14,3.34,77.40000
3.14,3.36,77.90000
3.14,3.38,78.40000
3.14,3.40,78.90000
3.14,3.42,79.41000
3.14,3.44,79.92000
3.14,3.46,80.43000
3.14,3.48,80.95000
3.14,3.50,81.47000
3.14,3.52,81.99000
3.14,3.54,82.52000
3.14,3.56,83.05000
3.14,3.58,83.59000
3.14,3.60,84.13000
3.14,3.62,84.67000
3.14,3.64,85.21000
3.14,3.66,85.76000
3.14,3.68,86.31000
3.14,3.70,86.87000
3.14,3.72,87.43000
3.14,3.74,87.99000
3.14,3.76,88.55000
3.14,3.78,89.12000
3.14,3.80,89.70000
3.14,3.82,90.27000
3.14,3.84,90.85000
3.14,3.86,91.44000
3.14,3.88,92.02000
3.14,3.90,92.61000
3.14,3.92,93.21000
3.14,3.94,93.80000
3.14,3.96,94.40000
3.14,3.98,95.01000
3.14,4.00,95.61000
3.16,0.00,43.71000
3.16,0.02,43.63000
3.16,0.04,43.55000
3.16,0.06,43.47000
3.16,0.08,43.40000
3.16,0.10,43.33000
3.16,0.12,43.26000
3.16,0.14,43.20000
3.16,0.16,43.14000
3.16,0.18,43.08000
3.16,0.20,43.03000
3.16,0.22,42.98000
3.16,0.24,42.93000
3.16,0.26,42.89000
3.16,0.28,42.85000
3.16,0.30,42.81000
3.16,0.32,42.78000
3.16,0.34,42.75000
3.16,0.36,42.73000
3.16,0.38,42.70000
3.16,0.40,42.68000
3.16,0.42,42.67000
3.16,0.44,42.66000
3.16,0.46,42.65000
3.16,0.48,42.64000
3.16,0.50,42.64000
3.16,0.52,42.64000
3.16,0.54,42.65000
3.16,0.56,42.66000
3.16,0.58,42.67000
3.16,0.60,42.68000
3.16,0.62,42.70000
3.16,0.64,42.73000
3.16,0.66,42.75000
3.16,0.68,42.78000
3.16,0.70,42.81000
3.16,0.72,42.85000
3.16,0.74,42.89000
3.16,0.76,42.93000
3.16,0.78,42.98000
3.16,0.80,43.03000
3.16,0.82,43.08000
3.16,0.84,43.14000
3.16,0.86,43.20000
3.16,0.88,43.26000
3.16,0.90,43.33000
3.16,0.92,43.40000
3.16,0.94,43.47000
3.16,0.96,43.55000
3.16,0.98,43.63000
3.16,1.00,43.71000
3.16,1.02,43.80000
3.16,1.04,43.89000
3.16,1.06,43.99000
3.16,1.08,44.08000
3.16,1.10,44.19000
3.16,1.12,44.29000
3.16,1.14,44.40000
3.16,1.16,44.51000
3.16,1.18,44.62000
3.16,1.20,44.74000
3.16,1.22,44.86000
3.16,1.24,44.99000
3.16,1.26,45.12000
3.16,1.28,45.25000
3.16,1.30,45.39000
3.16,1.32,45.53000
3.16,1.34,45.67000
3.16,1.36,45.81000
3.16,1.38,45.96000
3.16,1.40,46.12000
3.16,1.42,46.27000
3.16,1.44,46.43000
3.16,1.46,46.59000
3.16,1.48,46.76000
3.16,1.50,46.93000
3.16,1.52,47.10000
3.16,1.54,47.28000
3.16,1.56,47.46000
3.16,1.58,47.64000
3.16,1.60,47.83000
3.16,1.62,48.02000
3.16,1.64,48.21000
3.16,1.66,48.41000
3.16,1.68,48.61000
3.16,1.70,48.82000
3.16,1.72,49.02000
3.16,1.74,49.24000
3.16,1.76,49.45000
3.16,1.78,49.67000
3.16,1.80,49.89000
3.16,1.82,50.11000
3.16,1.84,50.34000
3.16,1.86,50.57000
3.16,1.88,50.81000
3.16,1.90,51.05000
3.16,1.92,51.29000
3.16,1.94,51.53000
3.16,1.96,51.78000
3.16,1.98,52.03000
3.16,2.00,52.29000
3.16,2.02,52.55000
3.16,2.04,52.81000
3.16,2.06,53.08000
3.16,2.08,53.35000
3.16,2.10,53.62000
3.16,2.12,53.90000
3.16,2.14,54.17000
3.16,2.16,54.46000
3.16,2.18,54.74000
3.16,2.20,55.03000
3.16,2.22,55.33000
3.16,2.24,55.62000
3.16,2.26,55.92000
3.16,2.28,56.23000
3.16,2.30,56.54000
3.16,2.32,56.85000
3.16,2.34,57.16000
3.16,2.36,57.48000
3.16,2.38,57.80000
3.16,2.40,58.12000
3.16,2.42,58.45000
3.16,2.44,58.78000
3.16,2.46,59.11000
3.16,2.48,59.45000
3.16,2.50,59.79000
3.16,2.52,60.14000
3.16,2.54,60.49000
3.16,2.56,60.84000
3.16,2.58,61.19000
3.16,2.60,61.55000
3.16,2.62,61.91000
3.16,2.64,62.28000
3.16,2.66,62.65000
3.16,2.68,63.02000
3.16,2.70,63.40000
3.16,2.72,63.77000
3.16,2.74,64.16000
3.16,2.76,64.54000
3.16,2.78,64.93000
3.16,2.80,65.33000
3.16,2.82,65.72000
3.16,2.84,66.12000
3.16,2.86,66.52000
3.16,2.88,66.93000
3.16,2.90,67.34000
3.16,2.92,67.75000
3.16,2.94,68.17000
3.16,2.96,68.59000
3.16,2.98,69.01000
3.16,3.00,69.44000
3.16,3.02,69.87000
3.16,3.04,70.31000
3.16,3.06,70.74000
3.16,3.08,71.18000
3.16,3.10,71.63000
3.16,3.12,72.08000
3.16,3.14,72.53000
3.16,3.16,72.98000
3.16,3.18,73.44000
3.16,3.20,73.90000
3.16,3.22,74.37000
3.16,3.24,74.83000
3.16,3.26,75.31000
3.16,3.28,75.78000
3.16,3.30,76.26000
3.16,3.32,76.74000
3.16,3.34,77.23000
3.16,3.36,77.72000
3.16,3.38,78.21000
3.16,3.40,78.70000
3.16,3.42,79.20000
3.16,3.44,79.71000
3.16,3.46,80.21000
3.16,3.48,80.72000
3.16,3.50,81.23000
3.16,3.52,81.75000
3.16,3.54,82.27000
3.16,3.56,82.79000
3.16,3.58,83.32000
3.16,3.60,83.85000
3.16,3.62,84.38000
3.16,3.64,84.92000
3.16,3.66,85.46000
3.16,3.68,86.00000
3.16,3.70,86.55000
3.16,3.72,87.10000
3.16,3.74,87.66000
3.16,3.76,88.21000
3.16,3.78,88.77000
3.16,3.80,89.34000
3.16,3.82,89.91000
3.16,3.84,90.48000
3.16,3.86,91.05000
3.16,3.88,91.63000
3.16,3.90,92.21000
3.16,3.92,92.80000
3.16,3.94,93.38000
3.16,3.96,93.98000
3.16,3.98,94.57000
3.16,4.00,95.17000
3.18,0.00,44.04000
3.18,0.02,43.96000
3.18,0.04,43.88000
3.18,0.06,43.80000
3.18,0.08,43.73000
3.18,0.10,43.66000
3.18,0.12,43.59000
3.18,0.14,43.53000
3.18,0.16,43.47000
3.18,0.18,43.42000
3.18,0.20,43.36000
3.18,0.22,43.31000
3.18,0.24,43.27000
3.18,0.26,43.23000
3.18,0.28,43.19000
3.18,0.30,43.15000
3.18,0.32,43.12000
3.18,0.34,43.09000
3.18,0.36,43.07000
3.18,0.38,43.04000
3.18,0.40,43.03000
3.18,0.42,43.01000
3.18,0.44,43.00000
3.18,0.46,42.99000
3.18,0.48,42.99000
3.18,0.50,42.98000
3.18,0.52,42.99000
3.18,0.54,42.99000
3.18,0.56,43.00000
3.18,0.58,43.01000
3.18,0.60,43.03000
3.18,0.62,43.04000
3.18,0.64,43.07000
3.18,0.66,43.09000
3.18,0.68,43.12000
3.18,0.70,43.15000
3.18,0.72,43.19000
3.18,0.74,43.23000
3.18,0.76,43.27000
3.18,0.78,43.31000
3.18,0.80,43.36000
3.18,0.82,43.42000
3.18,0.84,43.47000
3.18,0.86,43.53000
3.18,0.88,43.59000
3.18,0.90,43.66000
3.18,0.92,43.73000
3.18,0.94,43.80000
3.18,0.96,43.88000
3.18,0.98,43.96000
3.18,1.00,44.04000
3.18,1.02,44.13000
3.18,1.04,44.22000
3.18,1.06,44.31000
3.18,1.08,44.40000
3.18,1.10,44.50000
3.18,1.12,44.61000
3.18,1.14,44.71000
3.18,1.16,44.82000
3.18,1.18,44.94000
3.18,1.20,45.05000
3.18,1.22,45.17000
3.18,1.24,45.30000
3.18,1.26,45.42000
3.18,1.28,45.55000
3.18,1.30,45.69000
3.18,1.32,45.82000
3.18,1.34,45.96000
3.18,1.36,46.11000
3.18,1.38,46.25000
3.18,1.40,46.41000
3.18,1.42,46.56000
3.18,1.44,46.72000
3.18,1.46,46.88000
3.18,1.48,47.04000
3.18,1.50,47.21000
3.18,1.52,47.38000
3.18,1.54,47.55000
3.18,1.56,47.73000
3.18,1.58,47.91000
3.18,1.60,48.09000
3.18,1.62,48.28000
3.18,1.64,48.47000
3.18,1.66,48.67000
3.18,1.68,48.87000
3.18,1.70,49.07000
3.18,1.72,49.27000
3.18,1.74,49.48000
3.18,1.76,49.69000
3.18,1.78,49.90000
3.18,1.80,50.12000
3.18,1.82,50.34000
3.18,1.84,50.57000
3.18,1.86,50.80000
3.18,1.88,51.03000
3.18,1.90,51.26000
3.18,1.92,51.50000
3.18,1.94,51.74000
3.18,1.96,51.99000
3.18,1.98,52.24000
3.18,2.00,52.49000
3.18,2.02,52.74000
3.18,2.04,53.00000
3.18,2.06,53.26000
3.18,2.08,53.53000
3.18,2.10,53.80000
3.18,2.12,54.07000
3.18,2.14,54.34000
3.18,2.16,54.62000
3.18,2.18,54.91000
3.18,2.20,55.19000
3.18,2.22,55.48000
3.18,2.24,55.77000
3.18,2.26,56.07000
3.18,2.28,56.37000
3.18,2.30,56.67000
3.18,2.32,56.98000
3.18,2.34,57.28000
3.18,2.36,57.60000
3.18,2.38,57.91000
3.18,2.40,58.23000
3.18,2.42,58.56000
3.18,2.44,58.88000
3.18,2.46,59.21000
3.18,2.48,59.54000
3.18,2.50,59.88000
3.18,2.52,60.22000
3.18,2.54,60.56000
3.18,2.56,60.91000
3.18,2.58,61.26000
3.18,2.60,61.61000
3.18,2.62,61.97000
3.18,2.64,62.33000
3.18,2.66,62.69000
3.18,2.68,63.06000
3.18,2.70,63.43000
3.18,2.72,63.80000
3.18,2.74,64.18000
3.18,2.76,64.56000
3.18,2.78,64.94000
3.18,2.80,65.33000
3.18,2.82,65.72000
3.18,2.84,66.11000
3.18,2.86,66.51000
3.18,2.88,66.91000
3.18,2.90,67.31000
3.18,2.92,67.72000
3.18,2.94,68.13000
3.18,2.96,68.55000
3.18,2.98,68.96000
3.18,3.00,69.38000
3.18,3.02,69.81000
3.18,3.04,70.24000
3.18,3.06,70.67000
3.18,3.08,71.10000
3.18,3.10,71.54000
3.18,3.12,71.98000
3.18,3.14,72.42000
3.18,3.16,72.87000
3.18,3.18,73.32000
3.18,3.20,73.78000
3.18,3.22,74.23000
3.18,3.24,74.70000
3.18,3.26,75.16000
3.18,3.28,75.63000
3.18,3.30,76.10000
3.18,3.32,76.57000
3.18,3.34,77.05000
3.18,3.36,77.53000
3.18,3.38,78.02000
3.18,3.40,78.51000
3.18,3.42,79.00000
3.18,3.44,79.49000
3.18,3.46,79.99000
3.18,3.48,80.49000
3.18,3.50,81.00000
3.18,3.52,81.51000
3.18,3.54,82.02000
3.18,3.56,82.54000
3.18,3.58,83.05000
3.18,3.60,83.58000
3.18,3.62,84.10000
3.18,3.64,84.63000
3.18,3.66,85.16000
3.18,3.68,85.70000
3.18,3.70,86.24000
3.18,3.72,86.78000
3.18,3.74,87.33000
3.18,3.76,87.87000
3.18,3.78,88.43000
3.18,3.80,88.98000
3.18,3.82,89.54000
3.18,3.84,90.10000
3.18,3.86,90.67000
3.18,3.88,91.24000
3.18,3.90,91.81000
3.18,3.92,92.39000
3.18,3.94,92.97000
3.18,3.96,93.55000
3.18,3.98,94.14000
3.18,4.00,94.73000
3.20,0.00,44.37000
3.20,0.02,44.29000
3.20,0.04,44.21000
3.20,0.06,44.13000
3.20,0.08,44.06000
3.20,0.10,43.99000
3.20,0.12,43.93000
3.20,0.14,43.87000
3.20,0.16,43.81000
3.20,0.18,43.75000
3.20,0.20,43.70000
3.20,0.22,43.65000
3.20,0.24,43.61000
3.20,0.26,43.57000
3.20,0.28,43.53000
3.20,0.30,43.49000
3.20,0.32,43.46000
3.20,0.34,43.43000
3.20,0.36,43.41000
3.20,0.38,43.39000
3.20,0.40,43.37000
3.20,0.42,43.35000
3.20,0.44,43.34000
3.20,0.46,43.33000
3.20,0.48,43.33000
3.20,0.50,43.33000
3.20,0.52,43.33000
3.20,0.54,43.33000
3.20,0.56,43.34000
3.20,0.58,43.35000
3.20,0.60,43.37000
3.20,0.62,43.39000
3.20,0.64,43.41000
3.20,0.66,43.43000
3.20,0.68,43.46000
3.20,0.70,43.49000
3.20,0.72,43.53000
3.20,0.74,43.57000
3.20,0.76,43.61000
3.20,0.78,43.65000
3.20,0.80,43.70000
3.20,0.82,43.75000
3.20,0.84,43.81000
3.20,0.86,43.87000
3.20,0.88,43.93000
3.20,0.90,43.99000
3.20,0.92,44.06000
3.20,0.94,44.13000
3.20,0.96,44.21000
3.20,0.98,44.29000
3.20,1.00,44.37000
3.20,1.02,44.45000
3.20,1.04,44.54000
3.20,1.06,44.63000
3.20,1.08,44.73000
3.20,1.10,44.83000
3.20,1.12,44.93000
3.20,1.14,45.03000
3.20,1.16,45.14000
3.20,1.18,45.25000
3.20,1.20,45.37000
3.20,1.22,45.48000
3.20,1.24,45.61000
3.20,1.26,45.73000
3.20,1.28,45.86000
3.20,1.30,45.99000
3.20,1.32,46.13000
3.20,1.34,46.26000
3.20,1.36,46.40000
3.20,1.38,46.55000
3.20,1.40,46.70000
3.20,1.42,46.85000
3.20,1.44,47.00000
3.20,1.46,47.16000
3.20,1.48,47.32000
3.20,1.50,47.49000
3.20,1.52,47.66000
3.20,1.54,47.83000
3.20,1.56,48.00000
3.20,1.58,48.18000
3.20,1.60,48.36000
3.20,1.62,48.55000
3.20,1.64,48.73000
3.20,1.66,48.93000
3.20,1.68,49.12000
3.20,1.70,49.32000
3.20,1.72,49.52000
3.20,1.74,49.72000
3.20,1.76,49.93000
3.20,1.78,50.14000
3.20,1.80,50.36000
3.20,1.82,50.58000
3.20,1.84,50.80000
3.20,1.86,51.02000
3.20,1.88,51.25000
3.20,1.90,51.48000
3.20,1.92,51.72000
3.20,1.94,51.95000
3.20,1.96,52.20000
3.20,1.98,52.44000
3.20,2.00,52.69000
3.20,2.02,52.94000
3.20,2.04,53.19000
3.20,2.06,53.45000
3.20,2.08,53.71000
3.20,2.10,53.98000
3.20,2.12,54.25000
3.20,2.14,54.52000
3.20,2.16,54.79000
3.20,2.18,55.07000
3.20,2.20,55.35000
3.20,2.22,55.63000
3.20,2.24,55.92000
3.20,2.26,56.21000
3.20,2.28,56.51000
3.20,2.30,56.81000
3.20,2.32,57.11000
3.20,2.34,57.41000
3.20,2.36,57.72000
3.20,2.38,58.03000
3.20,2.40,58.35000
3.20,2.42,58.66000
3.20,2.44,58.98000
3.20,2.46,59.31000
3.20,2.48,59.64000
3.20,2.50,59.97000
3.20,2.52,60.30000
3.20,2.54,60.64000
3.20,2.56,60.98000
3.20,2.58,61.33000
3.20,2.60,61.67000
3.20,2.62,62.02000
3.20,2.64,62.38000
3.20,2.66,62.74000
3.20,2.68,63.10000
3.20,2.70,63.46000
3.20,2.72,63.83000
3.20,2.74,64.20000
3.20,2.76,64.58000
3.20,2.78,64.95000
3.20,2.80,65.33000
3.20,2.82,65.72000
3.20,2.84,66.11000
3.20,2.86,66.50000
3.20,2.88,66.89000
3.20,2.90,67.29000
3.20,2.92,67.69000
3.20,2.94,68.09000
3.20,2.96,68.50000
3.20,2.98,68.91000
3.20,3.00,69.33000
3.20,3.02,69.75000
3.20,3.04,70.17000
3.20,3.06,70.59000
3.20,3.08,71.02000
3.20,3.10,71.45000
3.20,3.12,71.88000
3.20,3.14,72.32000
3.20,3.16,72.76000
3.20,3.18,73.21000
3.20,3.20,73.65000
3.20,3.22,74.11000
3.20,3.24,74.56000
3.20,3.26,75.02000
3.20,3.28,75.48000
3.20,3.30,75.94000
3.20,3.32,76.41000
3.20,3.34,76.88000
3.20,3.36,77.36000
3.20,3.38,77.83000
3.20,3.40,78.31000
3.20,3.42,78.80000
3.20,3.44,79.29000
3.20,3.46,79.78000
3.20,3.48,80.27000
3.20,3.50,80.77000
3.20,3.52,81.27000
3.20,3.54,81.77000
3.20,3.56,82.28000
3.20,3.58,82.79000
3.20,3.60,83.31000
3.20,3.62,83.82000
3.20,3.64,84.34000
3.20,3.66,84.87000
3.20,3.68,85.40000
3.20,3.70,85.93000
3.20,3.72,86.46000
3.20,3.74,87.00000
3.20,3.76,87.54000
3.20,3.78,88.08000
3.20,3.80,88.63000
3.20,3.82,89.18000
3.20,3.84,89.74000
3.20,3.86,90.29000
3.20,3.88,90.85000
3.20,3.90,91.42000
3.20,3.92,91.99000
3.20,3.94,92.56000
3.20,3.96,93.13000
3.20,3.98,93.71000
3.20,4.00,94.29000
3.22,0.00,44.70000
3.22,0.02,44.62000
3.22,0.04,44.54000
3.22,0.06,44.47000
3.22,0.08,44.40000
3.22,0.10,44.33000
3.22,0.12,44.27000
3.22,0.14,44.21000
3.22,0.16,44.15000
3.22,0.18,44.09000
3.22,0.20,44.04000
3.22,0.22,44.00000
3.22,0.24,43.95000
3.22,0.26,43.91000
3.22,0.28,43.87000
3.22,0.30,43.84000
3.22,0.32,43.81000
3.22,0.34,43.78000
3.22,0.36,43.76000
3.22,0.38,43.73000
3.22,0.40,43.72000
3.22,0.42,43.70000
3.22,0.44,43.69000
3.22,0.46,43.68000
3.22,0.48,43.68000
3.22,0.50,43.67000
3.22,0.52,43.68000
3.22,0.54,43.68000
3.22,0.56,43.69000
3.22,0.58,43.70000
3.22,0.60,43.72000
3.22,0.62,43.73000
3.22,0.64,43.76000
3.22,0.66,43.78000
3.22,0.68,43.81000
3.22,0.70,43.84000
3.22,0.72,43.87000
3.22,0.74,43.91000
3.22,0.76,43.95000
3.22,0.78,44.00000
3.22,0.80,44.04000
3.22,0.82,44.09000
3.22,0.84,44.15000
3.22,0.86,44.21000
3.22,0.88,44.27000
3.22,0.90,44.33000
3.22,0.92,44.40000
3.22,0.94,44.47000
3.22,0.96,44.54000
3.22,0.98,44.62000
3.22,1.00,44.70000
3.22,1.02,44.78000
3.22,1.04,44.87000
3.22,1.06,44.96000
3.22,1.08,45.05000
3.22,1.10,45.15000
3.22,1.12,45.25000
3.22,1.14,45.35000
3.22,1.16,45.46000
3.22,1.18,45.57000
3.22,1.20,45.68000
3.22,1.22,45.80000
3.22,1.24,45.92000
3.22,1.26,46.04000
3.22,1.28,46.17000
3.22,1.30,46.30000
3.22,1.32,46.43000
3.22,1.34,46.57000
3.22,1.36,46.70000
3.22,1.38,46.85000
3.22,1.40,46.99000
3.22,1.42,47.14000
3.22,1.44,47.29000
3.22,1.46,47.45000
3.22,1.48,47.61000
3.22,1.50,47.77000
3.22,1.52,47.94000
3.22,1.54,48.11000
3.22,1.56,48.28000
3.22,1.58,48.45000
3.22,1.60,48.63000
3.22,1.62,48.81000
3.22,1.64,49.00000
3.22,1.66,49.19000
3.22,1.68,49.38000
3.22,1.70,49.57000
3.22,1.72,49.77000
3.22,1.74,49.97000
3.22,1.76,50.18000
3.22,1.78,50.39000
3.22,1.80,50.60000
3.22,1.82,50.81000
3.22,1.84,51.03000
3.22,1.86,51.25000
3.22,1.88,51.48000
3.22,1.90,51.70000
3.22,1.92,51.93000
3.22,1.94,52.17000
3.22,1.96,52.41000
3.22,1.98,52.65000
3.22,2.00,52.89000
3.22,2.02,53.14000
3.22,2.04,53.39000
3.22,2.06,53.64000
3.22,2.08,53.90000
3.22,2.10,54.16000
3.22,2.12,54.42000
3.22,2.14,54.69000
3.22,2.16,54.96000
3.22,2.18,55.24000
3.22,2.20,55.51000
3.22,2.22,55.79000
3.22,2.24,56.08000
3.22,2.26,56.36000
3.22,2.28,56.65000
3.22,2.30,56.95000
3.22,2.32,57.24000
3.22,2.34,57.54000
3.22,2.36,57.85000
3.22,2.38,58.15000
3.22,2.40,58.46000
3.22,2.42,58.77000
3.22,2.44,59.09000
3.22,2.46,59.41000
3.22,2.48,59.73000
3.22,2.50,60.06000
3.22,2.52,60.39000
3.22,2.54,60.72000
3.22,2.56,61.06000
3.22,2.58,61.40000
3.22,2.60,61.74000
3.22,2.62,62.08000
3.22,2.64,62.43000
3.22,2.66,62.79000
3.22,2.68,63.14000
3.22,2.70,63.50000
3.22,2.72,63.86000
3.22,2.74,64.23000
3.22,2.76,64.60000
3.22,2.78,64.97000
3.22,2.80,65.34000
3.22,2.82,65.72000
3.22,2.84,66.10000
3.22,2.86,66.49000
3.22,2.88,66.88000
3.22,2.90,67.27000
3.22,2.92,67.66000
3.22,2.94,68.06000
3.22,2.96,68.46000
3.22,2.98,68.87000
3.22,3.00,69.27000
3.22,3.02,69.69000
3.22,3.04,70.10000
3.22,3.06,70.52000
3.22,3.08,70.94000
3.22,3.10,71.36000
3.22,3.12,71.79000
3.22,3.14,72.22000
3.22,3.16,72.66000
3.22,3.18,73.09000
3.22,3.20,73.53000
3.22,3.22,73.98000
3.22,3.24,74.43000
3.22,3.26,74.88000
3.22,3.28,75.33000
3.22,3.30,75.79000
3.22,3.32,76.25000
3.22,3.34,76.71000
3.22,3.36,77.18000
3.22,3.38,77.65000
3.22,3.40,78.12000
3.22,3.42,78.60000
3.22,3.44,79.08000
3.22,3.46,79.56000
3.22,3.48,80.05000
3.22,3.50,80.54000
3.22,3.52,81.03000
3.22,3.54,81.53000
3.22,3.56,82.03000
3.22,3.58,82.53000
3.22,3.60,83.04000
3.22,3.62,83.55000
3.22,3.64,84.06000
3.22,3.66,84.58000
3.22,3.68,85.10000
3.22,3.70,85.62000
3.22,3.72,86.14000
3.22,3.74,86.67000
3.22,3.76,87.21000
3.22,3.78,87.74000
3.22,3.80,88.28000
3.22,3.82,88.82000
3.22,3.84,89.37000
3.22,3.86,89.92000
3.22,3.88,90.47000
3.22,3.90,91.02000
3.22,3.92,91.58000
3.22,3.94,92.15000
3.22,3.96,92.71000
3.22,3.98,93.28000
3.22,4.00,93.85000
3.24,0.00,45.03000
3.24,0.02,44.95000
3.24,0.04,44.88000
3.24,0.06,44.80000
3.24,0.08,44.74000
3.24,0.10,44.67000
3.24,0.12,44.61000
3.24,0.14,44.55000
3.24,0.16,44.49000
3.24,0.18,44.44000
3.24,0.20,44.39000
3.24,0.22,44.34000
3.24,0.24,44.30000
3.24,0.26,44.26000
3.24,0.28,44.22000
3.24,0.30,44.19000
3.24,0.32,44.15000
3.24,0.34,44.13000
3.24,0.36,44.10000
3.24,0.38,44.08000
3.24,0.40,44.06000
3.24,0.42,44.05000
3.24,0.44,44.04000
3.24,0.46,44.03000
3.24,0.48,44.03000
3.24,0.50,44.02000
3.24,0.52,44.03000
3.24,0.54,44.03000
3.24,0.56,44.04000
3.24,0.58,44.05000
3.24,0.60,44.06000
3.24,0.62,44.08000
3.24,0.64,44.10000
3.24,0.66,44.13000
3.24,0.68,44.15000
3.24,0.70,44.19000
3.24,0.72,44.22000
3.24,0.74,44.26000
3.24,0.76,44.30000
3.24,0.78,44.34000
3.24,0.80,44.39000
3.24,0.82,44.44000
3.24,0.84,44.49000
3.24,0.86,44.55000
3.24,0.88,44.61000
3.24,0.90,44.67000
3.24,0.92,44.74000
3.24,0.94,44.80000
3.24,0.96,44.88000
3.24,0.98,44.95000
3.24,1.00,45.03000
3.24,1.02,45.11000
3.24,1.04,45.20000
3.24,1.06,45.29000
3.24,1.08,45.38000
3.24,1.10,45.48000
3.24,1.12,45.57000
3.24,1.14,45.68000
3.24,1.16,45.78000
3.24,1.18,45.89000
3.24,1.20,46.00000
3.24,1.22,46.11000
3.24,1.24,46.23000
3.24,1.26,46.35000
3.24,1.28,46.48000
3.24,1.30,46.60000
3.24,1.32,46.74000
3.24,1.34,46.87000
3.24,1.36,47.01000
3.24,1.38,47.15000
3.24,1.40,47.29000
3.24,1.42,47.44000
3.24,1.44,47.59000
3.24,1.46,47.74000
3.24,1.48,47.90000
3.24,1.50,48.06000
3.24,1.52,48.22000
3.24,1.54,48.39000
3.24,1.56,48.55000
3.24,1.58,48.73000
3.24,1.60,48.90000
3.24,1.62,49.08000
3.24,1.64,49.26000
3.24,1.66,49.45000
3.24,1.68,49.64000
3.24,1.70,49.83000
3.24,1.72,50.03000
3.24,1.74,50.22000
3.24,1.76,50.43000
3.24,1.78,50.63000
3.24,1.80,50.84000
3.24,1.82,51.05000
3.24,1.84,51.26000
3.24,1.86,51.48000
3.24,1.88,51.70000
3.24,1.90,51.93000
3.24,1.92,52.15000
3.24,1.94,52.39000
3.24,1.96,52.62000
3.24,1.98,52.86000
3.24,2.00,53.10000
3.24,2.02,53.34000
3.24,2.04,53.59000
3.24,2.06,53.84000
3.24,2.08,54.09000
3.24,2.10,54.35000
3.24,2.12,54.61000
3.24,2.14,54.87000
3.24,2.16,55.13000
3.24,2.18,55.40000
3.24,2.20,55.68000
3.24,2.22,55.95000
3.24,2.24,56.23000
3.24,2.26,56.51000
3.24,2.28,56.80000
3.24,2.30,57.09000
3.24,2.32,57.38000
3.24,2.34,57.68000
3.24,2.36,57.97000
3.24,2.38,58.28000
3.24,2.40,58.58000
3.24,2.42,58.89000
3.24,2.44,59.20000
3.24,2.46,59.51000
3.24,2.48,59.83000
3.24,2.50,60.15000
3.24,2.52,60.48000
3.24,2.54,60.80000
3.24,2.56,61.13000
3.24,2.58,61.47000
3.24,2.60,61.81000
3.24,2.62,62.15000
3.24,2.64,62.49000
3.24,2.66,62.84000
3.24,2.68,63.19000
3.24,2.70,63.54000
3.24,2.72,63.90000
3.24,2.74,64.26000
3.24,2.76,64.62000
3.24,2.78,64.98000
3.24,2.80,65.35000
3.24,2.82,65.73000
3.24,2.84,66.10000
3.24,2.86,66.48000
3.24,2.88,66.86000
3.24,2.90,67.25000
3.24,2.92,67.64000
3.24,2.94,68.03000
3.24,2.96,68.42000
3.24,2.98,68.82000
3.24,3.00,69.22000
3.24,3.02,69.63000
3.24,3.04,70.04000
3.24,3.06,70.45000
3.24,3.08,70.86000
3.24,3.10,71.28000
3.24,3.12,71.70000
3.24,3.14,72.13000
3.24,3.16,72.55000
3.24,3.18,72.98000
