Xcoord,Ycoord,SquareX,SquareY,CubeX,CubeY,Depth
1.78,3.88,3.1684,15.0544,5.6397520,58.4110720,124.68000
1.78,3.90,3.1684,15.2100,5.6397520,59.3190000,125.86000
1.78,3.92,3.1684,15.3664,5.6397520,60.2362880,127.05000
1.78,3.94,3.1684,15.5236,5.6397520,61.1629840,128.24000
1.78,3.96,3.1684,15.6816,5.6397520,62.0991360,129.44000
1.78,3.98,3.1684,15.8404,5.6397520,63.0447920,130.65000
1.78,4.00,3.1684,16.0000,5.6397520,64.0000000,131.87000
1.80,0.00,3.2400,0.0000,5.8320000,0.0000000,27.57000
1.80,0.02,3.2400,0.0004,5.8320000,0.0000080,27.40000
1.80,0.04,3.2400,0.0016,5.8320000,0.0000640,27.24000
1.80,0.06,3.2400,0.0036,5.8320000,0.0002160,27.08000
1.80,0.08,3.2400,0.0064,5.8320000,0.0005120,26.93000
1.80,0.10,3.2400,0.0100,5.8320000,0.0010000,26.79000
1.80,0.12,3.2400,0.0144,5.8320000,0.0017280,26.66000
1.80,0.14,3.2400,0.0196,5.8320000,0.0027440,26.53000
1.80,0.16,3.2400,0.0256,5.8320000,0.0040960,26.41000
1.80,0.18,3.2400,0.0324,5.8320000,0.0058320,26.29000
1.80,0.20,3.2400,0.0400,5.8320000,0.0080000,26.19000
1.80,0.22,3.2400,0.0484,5.8320000,0.0106480,26.09000
1.80,0.24,3.2400,0.0576,5.8320000,0.0138240,25.99000
1.80,0.26,3.2400,0.0676,5.8320000,0.0175760,25.91000
1.80,0.28,3.2400,0.0784,5.8320000,0.0219520,25.83000
1.80,0.30,3.2400,0.0900,5.8320000,0.0270000,25.75000
1.80,0.32,3.2400,0.1024,5.8320000,0.0327680,25.69000
1.80,0.34,3.2400,0.1156,5.8320000,0.0393040,25.63000
1.80,0.36,3.2400,0.1296,5.8320000,0.0466560,25.58000
1.80,0.38,3.2400,0.1444,5.8320000,0.0548720,25.53000
1.80,0.40,3.2400,0.1600,5.8320000,0.0640000,25.49000
1.80,0.42,3.2400,0.1764,5.8320000,0.0740880,25.46000
1.80,0.44,3.2400,0.1936,5.8320000,0.0851840,25.44000
1.80,0.46,3.2400,0.2116,5.8320000,0.0973360,25.42000
1.80,0.48,3.2400,0.2304,5.8320000,0.1105920,25.41000
1.80,0.50,3.2400,0.2500,5.8320000,0.1250000,25.41000
1.80,0.52,3.2400,0.2704,5.8320000,0.1406080,25.41000
1.80,0.54,3.2400,0.2916,5.8320000,0.1574640,25.42000
1.80,0.56,3.2400,0.3136,5.8320000,0.1756160,25.44000
1.80,0.58,3.2400,0.3364,5.8320000,0.1951120,25.46000
1.80,0.60,3.2400,0.3600,5.8320000,0.2160000,25.49000
1.80,0.62,3.2400,0.3844,5.8320000,0.2383280,25.53000
1.80,0.64,3.2400,0.4096,5.8320000,0.2621440,25.58000
1.80,0.66,3.2400,0.4356,5.8320000,0.2874960,25.63000
1.80,0.68,3.2400,0.4624,5.8320000,0.3144320,25.69000
1.80,0.70,3.2400,0.4900,5.8320000,0.3430000,25.75000
1.80,0.72,3.2400,0.5184,5.8320000,0.3732480,25.83000
1.80,0.74,3.2400,0.5476,5.8320000,0.4052240,25.91000
1.80,0.76,3.2400,0.5776,5.8320000,0.4389760,25.99000
1.80,0.78,3.2400,0.6084,5.8320000,0.4745520,26.09000
1.80,0.80,3.2400,0.6400,5.8320000,0.5120000,26.19000
1.80,0.82,3.2400,0.6724,5.8320000,0.5513680,26.29000
1.80,0.84,3.2400,0.7056,5.8320000,0.5927040,26.41000
1.80,0.86,3.2400,0.7396,5.8320000,0.6360560,26.53000
1.80,0.88,3.2400,0.7744,5.8320000,0.6814720,26.66000
1.80,0.90,3.2400,0.8100,5.8320000,0.7290000,26.79000
1.80,0.92,3.2400,0.8464,5.8320000,0.7786880,26.93000
1.80,0.94,3.2400,0.8836,5.8320000,0.8305840,27.08000
1.80,0.96,3.2400,0.9216,5.8320000,0.8847360,27.24000
1.80,0.98,3.2400,0.9604,5.8320000,0.9411920,27.40000
1.80,1.00,3.2400,1.0000,5.8320000,1.0000000,27.57000
1.80,1.02,3.2400,1.0404,5.8320000,1.0612080,27.74000
1.80,1.04,3.2400,1.0816,5.8320000,1.1248640,27.93000
1.80,1.06,3.2400,1.1236,5.8320000,1.1910160,28.12000
1.80,1.08,3.2400,1.1664,5.8320000,1.2597120,28.31000
1.80,1.10,3.2400,1.2100,5.8320000,1.3310000,28.52000
1.80,1.12,3.2400,1.2544,5.8320000,1.4049280,28.73000
1.80,1.14,3.2400,1.2996,5.8320000,1.4815440,28.95000
1.80,1.16,3.2400,1.3456,5.8320000,1.5608960,29.17000
1.80,1.18,3.2400,1.3924,5.8320000,1.6430320,29.40000
1.80,1.20,3.2400,1.4400,5.8320000,1.7280000,29.64000
1.80,1.22,3.2400,1.4884,5.8320000,1.8158480,29.89000
1.80,1.24,3.2400,1.5376,5.8320000,1.9066240,30.14000
1.80,1.26,3.2400,1.5876,5.8320000,2.0003760,30.40000
1.80,1.28,3.2400,1.6384,5.8320000,2.0971520,30.66000
1.80,1.30,3.2400,1.6900,5.8320000,2.1970000,30.94000
1.80,1.32,3.2400,1.7424,5.8320000,2.2999680,31.22000
1.80,1.34,3.2400,1.7956,5.8320000,2.4061040,31.50000
1.80,1.36,3.2400,1.8496,5.8320000,2.5154560,31.80000
1.80,1.38,3.2400,1.9044,5.8320000,2.6280720,32.10000
1.80,1.40,3.2400,1.9600,5.8320000,2.7440000,32.41000
1.80,1.42,3.2400,2.0164,5.8320000,2.8632880,32.72000
1.80,1.44,3.2400,2.0736,5.8320000,2.9859840,33.04000
1.80,1.46,3.2400,2.1316,5.8320000,3.1121360,33.37000
1.80,1.48,3.2400,2.1904,5.8320000,3.2417920,33.71000
1.80,1.50,3.2400,2.2500,5.8320000,3.3750000,34.05000
1.80,1.52,3.2400,2.3104,5.8320000,3.5118080,34.40000
1.80,1.54,3.2400,2.3716,5.8320000,3.6522640,34.75000
1.80,1.56,3.2400,2.4336,5.8320000,3.7964160,35.12000
1.80,1.58,3.2400,2.4964,5.8320000,3.9443120,35.49000
1.80,1.60,3.2400,2.5600,5.8320000,4.0960000,35.86000
1.80,1.62,3.2400,2.6244,5.8320000,4.2515280,36.25000
1.80,1.64,3.2400,2.6896,5.8320000,4.4109440,36.64000
1.80,1.66,3.2400,2.7556,5.8320000,4.5742960,37.03000
1.80,1.68,3.2400,2.8224,5.8320000,4.7416320,37.44000
1.80,1.70,3.2400,2.8900,5.8320000,4.9130000,37.85000
1.80,1.72,3.2400,2.9584,5.8320000,5.0884480,38.27000
1.80,1.74,3.2400,3.0276,5.8320000,5.2680240,38.69000
1.80,1.76,3.2400,3.0976,5.8320000,5.4517760,39.12000
1.80,1.78,3.2400,3.1684,5.8320000,5.6397520,39.56000
1.80,1.80,3.2400,3.2400,5.8320000,5.8320000,40.01000
1.80,1.82,3.2400,3.3124,5.8320000,6.0285680,40.46000
1.80,1.84,3.2400,3.3856,5.8320000,6.2295040,40.92000
1.80,1.86,3.2400,3.4596,5.8320000,6.4348560,41.39000
1.80,1.88,3.2400,3.5344,5.8320000,6.6446720,41.86000
1.80,1.90,3.2400,3.6100,5.8320000,6.8590000,42.34000
1.80,1.92,3.2400,3.6864,5.8320000,7.0778880,42.83000
1.80,1.94,3.2400,3.7636,5.8320000,7.3013840,43.32000
1.80,1.96,3.2400,3.8416,5.8320000,7.5295360,43.83000
1.80,1.98,3.2400,3.9204,5.8320000,7.7623920,44.33000
1.80,2.00,3.2400,4.0000,5.8320000,8.0000000,44.85000
1.80,2.02,3.2400,4.0804,5.8320000,8.2424080,45.37000
1.80,2.04,3.2400,4.1616,5.8320000,8.4896640,45.90000
1.80,2.06,3.2400,4.2436,5.8320000,8.7418160,46.43000
1.80,2.08,3.2400,4.3264,5.8320000,8.9989120,46.98000
1.80,2.10,3.2400,4.4100,5.8320000,9.2610000,47.53000
1.80,2.12,3.2400,4.4944,5.8320000,9.5281280,48.08000
1.80,2.14,3.2400,4.5796,5.8320000,9.8003440,48.65000
1.80,2.16,3.2400,4.6656,5.8320000,10.0776960,49.22000
1.80,2.18,3.2400,4.7524,5.8320000,10.3602320,49.79000
1.80,2.20,3.2400,4.8400,5.8320000,10.6480000,50.38000
1.80,2.22,3.2400,4.9284,5.8320000,10.9410480,50.97000
1.80,2.24,3.2400,5.0176,5.8320000,11.2394240,51.57000
1.80,2.26,3.2400,5.1076,5.8320000,11.5431760,52.17000
1.80,2.28,3.2400,5.1984,5.8320000,11.8523520,52.78000
1.80,2.30,3.2400,5.2900,5.8320000,12.1670000,53.40000
1.80,2.32,3.2400,5.3824,5.8320000,12.4871680,54.03000
1.80,2.34,3.2400,5.4756,5.8320000,12.8129040,54.66000
1.80,2.36,3.2400,5.5696,5.8320000,13.1442560,55.30000
1.80,2.38,3.2400,5.6644,5.8320000,13.4812720,55.95000
1.80,2.40,3.2400,5.7600,5.8320000,13.8240000,56.60000
1.80,2.42,3.2400,5.8564,5.8320000,14.1724880,57.26000
1.80,2.44,3.2400,5.9536,5.8320000,14.5267840,57.93000
1.80,2.46,3.2400,6.0516,5.8320000,14.8869360,58.60000
1.80,2.48,3.2400,6.1504,5.8320000,15.2529920,59.28000
1.80,2.50,3.2400,6.2500,5.8320000,15.6250000,59.97000
1.80,2.52,3.2400,6.3504,5.8320000,16.0030080,60.66000
1.80,2.54,3.2400,6.4516,5.8320000,16.3870640,61.36000
1.80,2.56,3.2400,6.5536,5.8320000,16.7772160,62.07000
1.80,2.58,3.2400,6.6564,5.8320000,17.1735120,62.79000
1.80,2.60,3.2400,6.7600,5.8320000,17.5760000,63.51000
1.80,2.62,3.2400,6.8644,5.8320000,17.9847280,64.24000
1.80,2.64,3.2400,6.9696,5.8320000,18.3997440,64.98000
1.80,2.66,3.2400,7.0756,5.8320000,18.8210960,65.72000
1.80,2.68,3.2400,7.1824,5.8320000,19.2488320,66.47000
1.80,2.70,3.2400,7.2900,5.8320000,19.6830000,67.23000
1.80,2.72,3.2400,7.3984,5.8320000,20.1236480,67.99000
1.80,2.74,3.2400,7.5076,5.8320000,20.5708240,68.76000
1.80,2.76,3.2400,7.6176,5.8320000,21.0245760,69.54000
1.80,2.78,3.2400,7.7284,5.8320000,21.4849520,70.32000
1.80,2.80,3.2400,7.8400,5.8320000,21.9520000,71.11000
1.80,2.82,3.2400,7.9524,5.8320000,22.4257680,71.91000
1.80,2.84,3.2400,8.0656,5.8320000,22.9063040,72.72000
1.80,2.86,3.2400,8.1796,5.8320000,23.3936560,73.53000
1.80,2.88,3.2400,8.2944,5.8320000,23.8878720,74.35000
1.80,2.90,3.2400,8.4100,5.8320000,24.3890000,75.17000
1.80,2.92,3.2400,8.5264,5.8320000,24.8970880,76.01000
1.80,2.94,3.2400,8.6436,5.8320000,25.4121840,76.85000
1.80,2.96,3.2400,8.7616,5.8320000,25.9343360,77.69000
1.80,2.98,3.2400,8.8804,5.8320000,26.4635920,78.55000
1.80,3.00,3.2400,9.0000,5.8320000,27.0000000,79.41000
1.80,3.02,3.2400,9.1204,5.8320000,27.5436080,80.28000
1.80,3.04,3.2400,9.2416,5.8320000,28.0944640,81.15000
1.80,3.06,3.2400,9.3636,5.8320000,28.6526160,82.03000
1.80,3.08,3.2400,9.4864,5.8320000,29.2181120,82.92000
1.80,3.10,3.2400,9.6100,5.8320000,29.7910000,83.81000
1.80,3.12,3.2400,9.7344,5.8320000,30.3713280,84.72000
1.80,3.14,3.2400,9.8596,5.8320000,30.9591440,85.63000
1.80,3.16,3.2400,9.9856,5.8320000,31.5544960,86.54000
1.80,3.18,3.2400,10.1124,5.8320000,32.1574320,87.46000
1.80,3.20,3.2400,10.2400,5.8320000,32.7680000,88.39000
1.80,3.22,3.2400,10.3684,5.8320000,33.3862480,89.33000
1.80,3.24,3.2400,10.4976,5.8320000,34.0122240,90.27000
1.80,3.26,3.2400,10.6276,5.8320000,34.6459760,91.22000
1.80,3.28,3.2400,10.7584,5.8320000,35.2875520,92.18000
1.80,3.30,3.2400,10.8900,5.8320000,35.9370000,93.15000
1.80,3.32,3.2400,11.0224,5.8320000,36.5943680,94.12000
1.80,3.34,3.2400,11.1556,5.8320000,37.2597040,95.09000
1.80,3.36,3.2400,11.2896,5.8320000,37.9330560,96.08000
1.80,3.38,3.2400,11.4244,5.8320000,38.6144720,97.07000
1.80,3.40,3.2400,11.5600,5.8320000,39.3040000,98.07000
1.80,3.42,3.2400,11.6964,5.8320000,40.0016880,99.08000
1.80,3.44,3.2400,11.8336,5.8320000,40.7075840,100.09000
1.80,3.46,3.2400,11.9716,5.8320000,41.4217360,101.11000
1.80,3.48,3.2400,12.1104,5.8320000,42.1441920,102.13000
1.80,3.50,3.2400,12.2500,5.8320000,42.8750000,103.17000
1.80,3.52,3.2400,12.3904,5.8320000,43.6142080,104.21000
1.80,3.54,3.2400,12.5316,5.8320000,44.3618640,105.26000
1.80,3.56,3.2400,12.6736,5.8320000,45.1180160,106.31000
1.80,3.58,3.2400,12.8164,5.8320000,45.8827120,107.37000
1.80,3.60,3.2400,12.9600,5.8320000,46.6560000,108.44000
1.80,3.62,3.2400,13.1044,5.8320000,47.4379280,109.51000
1.80,3.64,3.2400,13.2496,5.8320000,48.2285440,110.59000
1.80,3.66,3.2400,13.3956,5.8320000,49.0278960,111.68000
1.80,3.68,3.2400,13.5424,5.8320000,49.8360320,112.78000
1.80,3.70,3.2400,13.6900,5.8320000,50.6530000,113.88000
1.80,3.72,3.2400,13.8384,5.8320000,51.4788480,114.99000
1.80,3.74,3.2400,13.9876,5.8320000,52.3136240,116.11000
1.80,3.76,3.2400,14.1376,5.8320000,53.1573760,117.23000
1.80,3.78,3.2400,14.2884,5.8320000,54.0101520,118.36000
1.80,3.80,3.2400,14.4400,5.8320000,54.8720000,119.50000
1.80,3.82,3.2400,14.5924,5.8320000,55.7429680,120.64000
1.80,3.84,3.2400,14.7456,5.8320000,56.6231040,121.79000
1.80,3.86,3.2400,14.8996,5.8320000,57.5124560,122.95000
1.80,3.88,3.2400,15.0544,5.8320000,58.4110720,124.11000
1.80,3.90,3.2400,15.2100,5.8320000,59.3190000,125.29000
1.80,3.92,3.2400,15.3664,5.8320000,60.2362880,126.46000
1.80,3.94,3.2400,15.5236,5.8320000,61.1629840,127.65000
1.80,3.96,3.2400,15.6816,5.8320000,62.0991360,128.84000
1.80,3.98,3.2400,15.8404,5.8320000,63.0447920,130.04000
1.80,4.00,3.2400,16.0000,5.8320000,64.0000000,131.25000
1.82,0.00,3.3124,0.0000,6.0285680,0.0000000,27.72000
1.82,0.02,3.3124,0.0004,6.0285680,0.0000080,27.55000
1.82,0.04,3.3124,0.0016,6.0285680,0.0000640,27.39000
1.82,0.06,3.3124,0.0036,6.0285680,0.0002160,27.24000
1.82,0.08,3.3124,0.0064,6.0285680,0.0005120,27.09000
1.82,0.10,3.3124,0.0100,6.0285680,0.0010000,26.95000
1.82,0.12,3.3124,0.0144,6.0285680,0.0017280,26.81000
1.82,0.14,3.3124,0.0196,6.0285680,0.0027440,26.69000
1.82,0.16,3.3124,0.0256,6.0285680,0.0040960,26.57000
1.82,0.18,3.3124,0.0324,6.0285680,0.0058320,26.45000
1.82,0.20,3.3124,0.0400,6.0285680,0.0080000,26.35000
1.82,0.22,3.3124,0.0484,6.0285680,0.0106480,26.25000
1.82,0.24,3.3124,0.0576,6.0285680,0.0138240,26.16000
1.82,0.26,3.3124,0.0676,6.0285680,0.0175760,26.07000
1.82,0.28,3.3124,0.0784,6.0285680,0.0219520,25.99000
1.82,0.30,3.3124,0.0900,6.0285680,0.0270000,25.92000
1.82,0.32,3.3124,0.1024,6.0285680,0.0327680,25.85000
1.82,0.34,3.3124,0.1156,6.0285680,0.0393040,25.80000
1.82,0.36,3.3124,0.1296,6.0285680,0.0466560,25.74000
1.82,0.38,3.3124,0.1444,6.0285680,0.0548720,25.70000
1.82,0.40,3.3124,0.1600,6.0285680,0.0640000,25.66000
1.82,0.42,3.3124,0.1764,6.0285680,0.0740880,25.63000
1.82,0.44,3.3124,0.1936,6.0285680,0.0851840,25.61000
1.82,0.46,3.3124,0.2116,6.0285680,0.0973360,25.59000
1.82,0.48,3.3124,0.2304,6.0285680,0.1105920,25.58000
1.82,0.50,3.3124,0.2500,6.0285680,0.1250000,25.58000
1.82,0.52,3.3124,0.2704,6.0285680,0.1406080,25.58000
1.82,0.54,3.3124,0.2916,6.0285680,0.1574640,25.59000
1.82,0.56,3.3124,0.3136,6.0285680,0.1756160,25.61000
1.82,0.58,3.3124,0.3364,6.0285680,0.1951120,25.63000
1.82,0.60,3.3124,0.3600,6.0285680,0.2160000,25.66000
1.82,0.62,3.3124,0.3844,6.0285680,0.2383280,25.70000
1.82,0.64,3.3124,0.4096,6.0285680,0.2621440,25.74000
1.82,0.66,3.3124,0.4356,6.0285680,0.2874960,25.80000
1.82,0.68,3.3124,0.4624,6.0285680,0.3144320,25.85000
1.82,0.70,3.3124,0.4900,6.0285680,0.3430000,25.92000
1.82,0.72,3.3124,0.5184,6.0285680,0.3732480,25.99000
1.82,0.74,3.3124,0.5476,6.0285680,0.4052240,26.07000
1.82,0.76,3.3124,0.5776,6.0285680,0.4389760,26.16000
1.82,0.78,3.3124,0.6084,6.0285680,0.4745520,26.25000
1.82,0.80,3.3124,0.6400,6.0285680,0.5120000,26.35000
1.82,0.82,3.3124,0.6724,6.0285680,0.5513680,26.45000
1.82,0.84,3.3124,0.7056,6.0285680,0.5927040,26.57000
1.82,0.86,3.3124,0.7396,6.0285680,0.6360560,26.69000
1.82,0.88,3.3124,0.7744,6.0285680,0.6814720,26.81000
1.82,0.90,3.3124,0.8100,6.0285680,0.7290000,26.95000
1.82,0.92,3.3124,0.8464,6.0285680,0.7786880,27.09000
1.82,0.94,3.3124,0.8836,6.0285680,0.8305840,27.24000
1.82,0.96,3.3124,0.9216,6.0285680,0.8847360,27.39000
1.82,0.98,3.3124,0.9604,6.0285680,0.9411920,27.55000
1.82,1.00,3.3124,1.0000,6.0285680,1.0000000,27.72000
1.82,1.02,3.3124,1.0404,6.0285680,1.0612080,27.89000
1.82,1.04,3.3124,1.0816,6.0285680,1.1248640,28.08000
1.82,1.06,3.3124,1.1236,6.0285680,1.1910160,28.27000
1.82,1.08,3.3124,1.1664,6.0285680,1.2597120,28.46000
1.82,1.10,3.3124,1.2100,6.0285680,1.3310000,28.66000
1.82,1.12,3.3124,1.2544,6.0285680,1.4049280,28.87000
1.82,1.14,3.3124,1.2996,6.0285680,1.4815440,29.09000
1.82,1.16,3.3124,1.3456,6.0285680,1.5608960,29.31000
1.82,1.18,3.3124,1.3924,6.0285680,1.6430320,29.54000
1.82,1.20,3.3124,1.4400,6.0285680,1.7280000,29.78000
1.82,1.22,3.3124,1.4884,6.0285680,1.8158480,30.02000
1.82,1.24,3.3124,1.5376,6.0285680,1.9066240,30.27000
1.82,1.26,3.3124,1.5876,6.0285680,2.0003760,30.53000
1.82,1.28,3.3124,1.6384,6.0285680,2.0971520,30.79000
1.82,1.30,3.3124,1.6900,6.0285680,2.1970000,31.06000
1.82,1.32,3.3124,1.7424,6.0285680,2.2999680,31.34000
1.82,1.34,3.3124,1.7956,6.0285680,2.4061040,31.63000
1.82,1.36,3.3124,1.8496,6.0285680,2.5154560,31.92000
1.82,1.38,3.3124,1.9044,6.0285680,2.6280720,32.22000
1.82,1.40,3.3124,1.9600,6.0285680,2.7440000,32.52000
1.82,1.42,3.3124,2.0164,6.0285680,2.8632880,32.83000
1.82,1.44,3.3124,2.0736,6.0285680,2.9859840,33.15000
1.82,1.46,3.3124,2.1316,6.0285680,3.1121360,33.48000
1.82,1.48,3.3124,2.1904,6.0285680,3.2417920,33.81000
1.82,1.50,3.3124,2.2500,6.0285680,3.3750000,34.15000
1.82,1.52,3.3124,2.3104,6.0285680,3.5118080,34.50000
1.82,1.54,3.3124,2.3716,6.0285680,3.6522640,34.85000
1.82,1.56,3.3124,2.4336,6.0285680,3.7964160,35.21000
1.82,1.58,3.3124,2.4964,6.0285680,3.9443120,35.58000
1.82,1.60,3.3124,2.5600,6.0285680,4.0960000,35.95000
1.82,1.62,3.3124,2.6244,6.0285680,4.2515280,36.33000
1.82,1.64,3.3124,2.6896,6.0285680,4.4109440,36.72000
1.82,1.66,3.3124,2.7556,6.0285680,4.5742960,37.12000
1.82,1.68,3.3124,2.8224,6.0285680,4.7416320,37.52000
1.82,1.70,3.3124,2.8900,6.0285680,4.9130000,37.93000
1.82,1.72,3.3124,2.9584,6.0285680,5.0884480,38.34000
1.82,1.74,3.3124,3.0276,6.0285680,5.2680240,38.76000
1.82,1.76,3.3124,3.0976,6.0285680,5.4517760,39.19000
1.82,1.78,3.3124,3.1684,6.0285680,5.6397520,39.63000
1.82,1.80,3.3124,3.2400,6.0285680,5.8320000,40.07000
1.82,1.82,3.3124,3.3124,6.0285680,6.0285680,40.52000
1.82,1.84,3.3124,3.3856,6.0285680,6.2295040,40.97000
1.82,1.86,3.3124,3.4596,6.0285680,6.4348560,41.44000
1.82,1.88,3.3124,3.5344,6.0285680,6.6446720,41.91000
1.82,1.90,3.3124,3.6100,6.0285680,6.8590000,42.38000
1.82,1.92,3.3124,3.6864,6.0285680,7.0778880,42.87000
1.82,1.94,3.3124,3.7636,6.0285680,7.3013840,43.36000
1.82,1.96,3.3124,3.8416,6.0285680,7.5295360,43.86000
1.82,1.98,3.3124,3.9204,6.0285680,7.7623920,44.36000
1.82,2.00,3.3124,4.0000,6.0285680,8.0000000,44.87000
1.82,2.02,3.3124,4.0804,6.0285680,8.2424080,45.39000
1.82,2.04,3.3124,4.1616,6.0285680,8.4896640,45.91000
1.82,2.06,3.3124,4.2436,6.0285680,8.7418160,46.45000
1.82,2.08,3.3124,4.3264,6.0285680,8.9989120,46.98000
1.82,2.10,3.3124,4.4100,6.0285680,9.2610000,47.53000
1.82,2.12,3.3124,4.4944,6.0285680,9.5281280,48.08000
1.82,2.14,3.3124,4.5796,6.0285680,9.8003440,48.64000
1.82,2.16,3.3124,4.6656,6.0285680,10.0776960,49.21000
1.82,2.18,3.3124,4.7524,6.0285680,10.3602320,49.78000
1.82,2.20,3.3124,4.8400,6.0285680,10.6480000,50.36000
1.82,2.22,3.3124,4.9284,6.0285680,10.9410480,50.95000
1.82,2.24,3.3124,5.0176,6.0285680,11.2394240,51.54000
1.82,2.26,3.3124,5.1076,6.0285680,11.5431760,52.14000
1.82,2.28,3.3124,5.1984,6.0285680,11.8523520,52.75000
1.82,2.30,3.3124,5.2900,6.0285680,12.1670000,53.36000
1.82,2.32,3.3124,5.3824,6.0285680,12.4871680,53.98000
1.82,2.34,3.3124,5.4756,6.0285680,12.8129040,54.61000
1.82,2.36,3.3124,5.5696,6.0285680,13.1442560,55.25000
1.82,2.38,3.3124,5.6644,6.0285680,13.4812720,55.89000
1.82,2.40,3.3124,5.7600,6.0285680,13.8240000,56.54000
1.82,2.42,3.3124,5.8564,6.0285680,14.1724880,57.19000
1.82,2.44,3.3124,5.9536,6.0285680,14.5267840,57.85000
1.82,2.46,3.3124,6.0516,6.0285680,14.8869360,58.52000
1.82,2.48,3.3124,6.1504,6.0285680,15.2529920,59.20000
1.82,2.50,3.3124,6.2500,6.0285680,15.6250000,59.88000
1.82,2.52,3.3124,6.3504,6.0285680,16.0030080,60.57000
1.82,2.54,3.3124,6.4516,6.0285680,16.3870640,61.27000
1.82,2.56,3.3124,6.5536,6.0285680,16.7772160,61.97000
1.82,2.58,3.3124,6.6564,6.0285680,17.1735120,62.68000
1.82,2.60,3.3124,6.7600,6.0285680,17.5760000,63.40000
1.82,2.62,3.3124,6.8644,6.0285680,17.9847280,64.12000
1.82,2.64,3.3124,6.9696,6.0285680,18.3997440,64.85000
1.82,2.66,3.3124,7.0756,6.0285680,18.8210960,65.59000
1.82,2.68,3.3124,7.1824,6.0285680,19.2488320,66.33000
1.82,2.70,3.3124,7.2900,6.0285680,19.6830000,67.08000
1.82,2.72,3.3124,7.3984,6.0285680,20.1236480,67.84000
1.82,2.74,3.3124,7.5076,6.0285680,20.5708240,68.61000
1.82,2.76,3.3124,7.6176,6.0285680,21.0245760,69.38000
1.82,2.78,3.3124,7.7284,6.0285680,21.4849520,70.16000
1.82,2.80,3.3124,7.8400,6.0285680,21.9520000,70.94000
1.82,2.82,3.3124,7.9524,6.0285680,22.4257680,71.74000
1.82,2.84,3.3124,8.0656,6.0285680,22.9063040,72.53000
1.82,2.86,3.3124,8.1796,6.0285680,23.3936560,73.34000
1.82,2.88,3.3124,8.2944,6.0285680,23.8878720,74.15000
1.82,2.90,3.3124,8.4100,6.0285680,24.3890000,74.97000
1.82,2.92,3.3124,8.5264,6.0285680,24.8970880,75.80000
1.82,2.94,3.3124,8.6436,6.0285680,25.4121840,76.63000
1.82,2.96,3.3124,8.7616,6.0285680,25.9343360,77.47000
1.82,2.98,3.3124,8.8804,6.0285680,26.4635920,78.32000
1.82,3.00,3.3124,9.0000,6.0285680,27.0000000,79.18000
1.82,3.02,3.3124,9.1204,6.0285680,27.5436080,80.04000
1.82,3.04,3.3124,9.2416,6.0285680,28.0944640,80.90000
1.82,3.06,3.3124,9.3636,6.0285680,28.6526160,81.78000
1.82,3.08,3.3124,9.4864,6.0285680,29.2181120,82.66000
1.82,3.10,3.3124,9.6100,6.0285680,29.7910000,83.55000
1.82,3.12,3.3124,9.7344,6.0285680,30.3713280,84.44000
1.82,3.14,3.3124,9.8596,6.0285680,30.9591440,85.35000
1.82,3.16,3.3124,9.9856,6.0285680,31.5544960,86.26000
1.82,3.18,3.3124,10.1124,6.0285680,32.1574320,87.17000
1.82,3.20,3.3124,10.2400,6.0285680,32.7680000,88.09000
1.82,3.22,3.3124,10.3684,6.0285680,33.3862480,89.02000
1.82,3.24,3.3124,10.4976,6.0285680,34.0122240,89.96000
1.82,3.26,3.3124,10.6276,6.0285680,34.6459760,90.90000
1.82,3.28,3.3124,10.7584,6.0285680,35.2875520,91.85000
1.82,3.30,3.3124,10.8900,6.0285680,35.9370000,92.81000
1.82,3.32,3.3124,11.0224,6.0285680,36.5943680,93.78000
1.82,3.34,3.3124,11.1556,6.0285680,37.2597040,94.75000
1.82,3.36,3.3124,11.2896,6.0285680,37.9330560,95.72000
1.82,3.38,3.3124,11.4244,6.0285680,38.6144720,96.71000
1.82,3.40,3.3124,11.5600,6.0285680,39.3040000,97.70000
1.82,3.42,3.3124,11.6964,6.0285680,40.0016880,98.70000
1.82,3.44,3.3124,11.8336,6.0285680,40.7075840,99.70000
1.82,3.46,3.3124,11.9716,6.0285680,41.4217360,100.72000
1.82,3.48,3.3124,12.1104,6.0285680,42.1441920,101.73000
1.82,3.50,3.3124,12.2500,6.0285680,42.8750000,102.76000
1.82,3.52,3.3124,12.3904,6.0285680,43.6142080,103.79000
1.82,3.54,3.3124,12.5316,6.0285680,44.3618640,104.83000
1.82,3.56,3.3124,12.6736,6.0285680,45.1180160,105.88000
1.82,3.58,3.3124,12.8164,6.0285680,45.8827120,106.93000
1.82,3.60,3.3124,12.9600,6.0285680,46.6560000,107.99000
1.82,3.62,3.3124,13.1044,6.0285680,47.4379280,109.06000
1.82,3.64,3.3124,13.2496,6.0285680,48.2285440,110.13000
1.82,3.66,3.3124,13.3956,6.0285680,49.0278960,111.21000
1.82,3.68,3.3124,13.5424,6.0285680,49.8360320,112.30000
1.82,3.70,3.3124,13.6900,6.0285680,50.6530000,113.39000
1.82,3.72,3.3124,13.8384,6.0285680,51.4788480,114.50000
1.82,3.74,3.3124,13.9876,6.0285680,52.3136240,115.60000
1.82,3.76,3.3124,14.1376,6.0285680,53.1573760,116.72000
1.82,3.78,3.3124,14.2884,6.0285680,54.0101520,117.84000
